"국적(지역)별","성별","체류자격별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"폴란드","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","1","0","0","0","0","0","0","1","1","1",
"폴란드","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"폴란드","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"폴란드","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"폴란드","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","7","7","","","","","","","","",
"폴란드","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","7","7","8","8","8","9","8","8","6","6",
"폴란드","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","15","19","","","","","","","","",
"폴란드","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","15","19","25","32","44","52","60","71","88","102",
"폴란드","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","1",
"폴란드","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","1","1","1","2","2",
"네덜란드","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"네덜란드","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"네덜란드","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","5","5","","","","","","","","",
"네덜란드","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","5","5","6","6","6","7","7","7","7","6",
"네덜란드","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","33","36","","","","","","","","",
"네덜란드","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","33","35","35","39","44","52","65","73","86","90",
"네덜란드","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"네덜란드","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","1","0","0","1","1","0","0","0","0",
"네덜란드","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"네덜란드","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"네덜란드","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","2","","","","","","","","",
"네덜란드","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","2","2","2","1","1","1","1","1","1",
"네덜란드","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","6","4","","","","","","","","",
"네덜란드","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","6","4","7","8","10","14","16","21","25","30",
"네덜란드","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"네덜란드","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스웨덴","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"스웨덴","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스웨덴","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","4","4","","","","","","","","",
"스웨덴","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","4","4","4","5","4","4","4","4","4","4",
"스웨덴","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","23","23","","","","","","","","",
"스웨덴","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","23","23","22","22","26","34","43","50","61","63",
"스웨덴","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스웨덴","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스웨덴","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"스웨덴","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스웨덴","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","3","3","","","","","","","","",
"스웨덴","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","3","3","3","3","3","3","3","3","5","5",
"스웨덴","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","8","9","","","","","","","","",
"스웨덴","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","7","8","12","14","14","18","21","31","31","36",
"스웨덴","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","1","0",
"스웨덴","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","1","1","1","1","1","1","1","1","1","1",
"스위스","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"스위스","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스위스","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","4","4","","","","","","","","",
"스위스","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","4","4","4","4","4","5","5","5","5","4",
"스위스","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","32","32","","","","","","","","",
"스위스","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","32","32","31","32","34","35","41","49","53","53",
"스위스","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스위스","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스위스","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"스위스","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스위스","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","1","2","","","","","","","","",
"스위스","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","1","2","2","3","3","3","3","3","3","3",
"스위스","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","5","4","","","","","","","","",
"스위스","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","5","4","6","5","6","6","8","16","18","20",
"스위스","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"스위스","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨기에","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"벨기에","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨기에","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","5","5","","","","","","","","",
"벨기에","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","5","5","6","5","5","6","6","6","5","5",
"벨기에","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","16","17","","","","","","","","",
"벨기에","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","16","17","20","24","27","28","35","35","41","41",
"벨기에","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨기에","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨기에","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"벨기에","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨기에","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","3","","","","","","","","",
"벨기에","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","3","3","2","2","2","2","1","1","1",
"벨기에","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","1","1","","","","","","","","",
"벨기에","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","1","1","3","6","8","9","12","14","25","27",
"벨기에","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨기에","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨라루스","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"벨라루스","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨라루스","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","1","2","","","","","","","","",
"벨라루스","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","1","2","2","1","1","1","1","1","1","1",
"벨라루스","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","2","3","","","","","","","","",
"벨라루스","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","2","3","3","5","6","6","5","7","7","7",
"벨라루스","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨라루스","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨라루스","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"벨라루스","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"벨라루스","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","5","6","","","","","","","","",
"벨라루스","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","5","6","6","6","7","7","6","6","6","6",
"벨라루스","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","13","16","","","","","","","","",
"벨라루스","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","13","16","23","24","27","29","35","39","55","64",
"벨라루스","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","1","1","1","1","1",
"벨라루스","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"루마니아","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"루마니아","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"루마니아","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","1","1","","","","","","","","",
"루마니아","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","1","1","2","2","2","2","2","2","2","2",
"루마니아","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","4","5","","","","","","","","",
"루마니아","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","4","5","4","4","5","6","7","10","10","12",
"루마니아","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","1","1","1","1",
"루마니아","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"루마니아","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"루마니아","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"루마니아","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","4","4","","","","","","","","",
"루마니아","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","4","4","5","7","7","6","6","6","6","6",
"루마니아","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","14","19","","","","","","","","",
"루마니아","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","14","19","22","25","30","38","41","43","45","50",
"루마니아","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"루마니아","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","1","1","1",
"헝가리","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"헝가리","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"헝가리","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","2","","","","","","","","",
"헝가리","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","2","2","1","2","2","2","2","0","0",
"헝가리","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","5","7","","","","","","","","",
"헝가리","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","5","7","8","8","9","12","11","13","14","13",
"헝가리","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"헝가리","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"헝가리","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"헝가리","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"헝가리","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","4","4","","","","","","","","",
"헝가리","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","4","4","4","4","4","4","3","3","3","3",
"헝가리","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","9","10","","","","","","","","",
"헝가리","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","9","10","13","15","15","24","26","27","31","34",
"헝가리","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","1","1","1",
"헝가리","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"핀란드","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"핀란드","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"핀란드","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","3","3","","","","","","","","",
"핀란드","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","3","3","3","3","3","3","3","3","2","2",
"핀란드","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","5","3","","","","","","","","",
"핀란드","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","5","3","7","11","11","13","16","16","19","21",
"핀란드","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"핀란드","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"핀란드","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"핀란드","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"핀란드","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"핀란드","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"핀란드","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","4","7","","","","","","","","",
"핀란드","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","4","7","11","11","11","13","19","21","21","22",
"핀란드","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"핀란드","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"오스트리아","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"오스트리아","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"오스트리아","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","3","","","","","","","","",
"오스트리아","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","3","3","3","4","5","5","5","4","4",
"오스트리아","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","8","9","","","","","","","","",
"오스트리아","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","8","9","9","10","10","10","16","17","21","21",
"오스트리아","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"오스트리아","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"오스트리아","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"오스트리아","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"오스트리아","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","2","","","","","","","","",
"오스트리아","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","2","2","2","2","2","2","2","3","3",
"오스트리아","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","4","6","","","","","","","","",
"오스트리아","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","4","6","5","8","8","8","9","12","13","15",
"오스트리아","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","1",
"오스트리아","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"덴마크","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"덴마크","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","14","15","","","","","","","","",
"덴마크","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","14","15","17","17","19","20","21","24","27","27",
"덴마크","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"덴마크","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"덴마크","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","1","1","","","","","","","","",
"덴마크","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","1","1","1","0","1","3","7","9","11","10",
"덴마크","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"덴마크","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"영국외지민","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"영국외지민","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"영국외지민","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"영국외지민","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"영국외지민","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","0","1","","","","","","","","",
"영국외지민","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","0","1","1","1","1","2","7","7","8","8",
"영국외지민","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"영국외지민","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"영국외지민","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","1","0","","","","","","","","",
"영국외지민","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","1","0","0","0","0","0","0","0","0","0",
"영국외지민","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","1","","","","","","","","",
"영국외지민","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","1","1","1","2","2","4","4","4","4",
"영국외지민","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","4","5","","","","","","","","",
"영국외지민","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","4","5","6","6","6","12","20","24","25","33",
"영국외지민","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"영국외지민","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"노르웨이","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","1","0","","","","","","","","",
"노르웨이","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","1","0","0","0","0","0","0","0","0","0",
"노르웨이","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","2","","","","","","","","",
"노르웨이","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","2","2","2","2","2","2","2","2","1",
"노르웨이","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","19","20","","","","","","","","",
"노르웨이","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","19","20","22","21","20","22","20","26","25","27",
"노르웨이","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","2","0","0","0",
"노르웨이","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"노르웨이","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"노르웨이","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"노르웨이","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","2","","","","","","","","",
"노르웨이","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","2","2","2","2","2","2","1","1","1",
"노르웨이","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","1","1","","","","","","","","",
"노르웨이","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","1","1","3","4","4","5","6","7","8","10",
"노르웨이","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"노르웨이","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"불가리아","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"불가리아","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"불가리아","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","1","1","","","","","","","","",
"불가리아","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","1","1","1","1","1","1","1","1","1","1",
"불가리아","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","5","5","","","","","","","","",
"불가리아","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","5","5","7","7","6","8","7","7","11","11",
"불가리아","남성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"불가리아","남성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"불가리아","여성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"불가리아","여성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"불가리아","여성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","2","3","","","","","","","","",
"불가리아","여성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","2","3","4","4","4","6","6","6","7","6",
"불가리아","여성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","4","3","","","","","","","","",
"불가리아","여성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","4","3","5","7","8","7","13","15","16","19",
"불가리아","여성","자녀양육(F-6-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"불가리아","여성","혼인단절(F-6-3)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"포르투갈","남성","거주(F-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"포르투갈","남성","국민배우자(F-2-1)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"포르투갈","남성","영주(F-5)","국적, 지역별 결혼이민자 현황[명]","명","0","0","","","","","","","","",
"포르투갈","남성","국민배우자(F-5-2)","국적, 지역별 결혼이민자 현황[명]","명","0","0","0","0","0","0","0","0","0","0",
"포르투갈","남성","결혼이민(F-6)","국적, 지역별 결혼이민자 현황[명]","명","7","9","","","","","","","","",
"포르투갈","남성","국민배우자(F-6-1)","국적, 지역별 결혼이민자 현황[명]","명","7","9","10","11","10","13","15","20","20","22",
